id,geonameid,name,asciiname,alternatenames,latitude,longitude,featureclass,featurecode,countrycode,cc2,admin1code,admin2code,admin3code,admin4code,population,elevation,dem,timezone,modificationdate
8974953,1668341,Taipei,Taipei,"GJai Bac,Kota Taipei,Pan Kiao,Pan-ch'iao,Pan-ch'iao-chen,Pan-ch'iao-chieh,Pan-ch’iao,Pan-ch’iao-chen,Pan-ch’iao-chieh,T'ai-pei,T'ai-pei Shih,T'ai-pei-hsien,TPE,Taibei Shi,Taibei Shih,Taibejus,Taibėjus,Taipe,Taipeh,Taipei,Taipeium,Taipejus,Taipé,Taipéi,Taipėjus,Tajbehj,Tajpej,Tajpeo,Tayipeh,Tayipèh,Tchaj-pej,T’ai-pei,T’ai-pei Shih,T’ai-pei-hsien,ta'ipe,tai bei,tai bei shi,taibei,taibei si,taipei,taippei,thipe,Đài Bắc,Ταϊπέι,Тайбэй,Тайпей,Тајпеј,טאיפי,טאיפיי,تەيبېي,ताइपे,ไทเป,ཐའེ་པེ,ታይፔ,台北,台北市,臺北市,타이베이,타이베이 시,타이뻬이,타이페이",25.04776,121.53185,P,PPLC,TW,,04,TPE,,,7871900,,10,Asia/Taipei,2017-09-26
1219125,2314302,Kinshasa,Kinshasa,"FIH,Gorad Kinshasa,Kincasa,Kinchasa,Kinchassa,Kinsas,Kinsasa,Kinsaso,Kinshasa,Kinshase,Kinsjasa,Kinszasa,Kinsásá,Kinxasa,Kinŝaso,Kinşasa,Kinšas,Kinšasa,Kînşasa,Leopoldstad,Leopoldville,Léopoldville,Quinxassa,jin sha sa,jin xia sha,kin cha sa,kinasasa,kinsaca,kinsasa,kinshasa,kinsyasa,knshasa,kynshasa,Κινσάσα,Горад Кіншаса,Киншаса,Киншасе,Кіншаса,Կինշասա,קינשאזע,קינשאסה,كينشاسا,کنشاسا,کنشاسہ,کینشاسا,किन्शासा,ਕਿਨਸ਼ਾਸਾ,கின்ஷாசா,കിൻഷസ,กินชาซา,ཀིན་ཤ་ས།,ကင်ရှာဆာမြို့,კინშასა,ኪንሻሳ,キンシャサ,金夏沙,金沙薩,킨샤사",-4.32758,15.31357,P,PPLC,CD,,06,,,,7785965,,281,Africa/Kinshasa,2016-10-27
7305959,3936456,Lima,Lima,"Gorad Lima,LIM,Lim,Lima,Limae,Limaq,Lime,Limma,Limo,Lioma,Lungsod ng Lima,Lìmma,Líma,Líoma,Lîma,li ma,lima,lyma,lymh,rima,Λίμα,Горад Ліма,Лимæ,Лима,Лиме,Ліма,Լիմա,לימא,לימה,لىما,ليما,لیما,लिमा,लीमा,লিমা,ਲੀਮਾ,ଲିମା,லிமா,ലിമ,ลิมา,ལི་མ།,ლიმა,ሊማ,リマ,利馬,리마",-12.04318,-77.02824,P,PPLC,PE,,LMA,,,,7737002,,152,America/Lima,2010-12-02
2718630,360630,Cairo,Cairo,"Al Qahirah,Al Qāhirah,CAI,Caire,Cairo,Cairo - alqahrt,Cairo - القاهرة,Cairu,Cairus,Caïro,El Caire,El Cairo,El Kahira,El Kahirah,El-Qahira,El-Qâhira,Il Cairo,Kaherah,Kahira,Kahirae,Kahire,Kahirä,Kair,Kaira,Kairas,Kairo,Kairó,Kajro,Kayro,Kaíró,Kaïro,Káhira,Le Caire,Lo Cayiro,Lungsod ng Cairo,Masr,Misr,Qahirə,alqahrt,kai luo,kailo,kairo,keyro,khiro,qahrh,qhyr,Ël Cairo,Ël Càiro,Κάιρο,Каир,Каиро,Кайро,Каїр,קהיר,القاهرة,قاهره,قاھىرە,قاہرہ,கெய்ரோ,ไคโร,ཁ་ཡི་རོ,ქაირო,ካይሮ,カイロ,开罗,카이로",30.06263,31.24967,P,PPLC,EG,,11,,,,7734614,,23,Africa/Cairo,2015-06-03
2230738,3688689,Bogotá,Bogota,"BOG,Bogot,Bogota,Bogoto,Bogotà,Bogotá,Boqota,Buoguota,Bógóta,Gorad Bagata,Mponkota,Santa-Fe-de-Bogota,Santafe de Bogota,Santafe de Bogotá,Santafé de Bogotá,Wukuta,beageatta,bo ge da,bogota,bokota,bwghwta,bwgwta,bwgwth,bwjwta,pokotta,Μπογκοτά,Богота,Боґота,Горад Багата,Санта-Фе-де-Богота,Բոգոտա,באגאטא,בוגוטה,بوجوتا,بوغوتا,بوگوتا,بگوٹا,بۆگۆتا,बोगोटा,बोगोता,বোগোতা,ਬੋਗੋਤਾ,ବୋଗୋଟା,பொகோட்டா,ಬೊಗೋಟ,ബൊഗോട്ട,โบโกตา,པོ་གོ་ཏ,ဘိုဂိုတာမြို့,ბოგოტა,ቦጎታ,ទីក្រុងបូកូតា,ボゴタ,波哥大,보고타",4.60971,-74.08175,P,PPLC,CO,,34,11001,,,7674366,,2582,America/Bogota,2016-12-28
3115621,2643743,London,London,"Gorad Londan,ILondon,LON,Lakana,Landan,Landen,Ljondan,Llundain,Lodoni,Londain,Londan,Londar,Londe,Londen,Londin,Londinium,Londino,Londn,London,London osh,Londona,Londonas,Londoni,Londono,Londons,Londonu,Londra,Londres,Londrez,Londri,Londro,Londye,Londyn,Londýn,Lonn,Lontoo,Loundres,Luan GJon,Lun-tun,Lunden,Lundra,Lundun,Lundunir,Lundúnir,Lung-dung,Lunnainn,Lunnin,Lunnon,Luân Đôn,Lùn-tûn,Lùng-dŭng,Lûn-tun,Lākana,Lůndůn,Lọndọnu,Ranana,Rānana,ilantan,ladana,landan,landana,leondeon,lndn,london,londoni,lun dui,lun dun,lwndwn,lxndxn,rondon,Łondra,Λονδίνο,Горад Лондан,Лондан,Лондон,Лондон ош,Лондонъ,Лёндан,Լոնդոն,לאנדאן,לונדון,لأندأن,لندن,لوندون,لەندەن,ܠܘܢܕܘܢ,लंडन,लंदन,लण्डन,लन्डन्,लन्दन,লন্ডন,ਲੰਡਨ,લંડન,ଲଣ୍ଡନ,இலண்டன்,లండన్,ಲಂಡನ್,ലണ്ടൻ,ලන්ඩන්,ลอนดอน,ລອນດອນ,ལོན་ཊོན།,လန်ဒန်မြို့,ლონდონი,ለንደን,ᎫᎴ ᏗᏍᎪᏂᎯᏱ,ロンドン,伦敦,倫敦,런던",51.50853,-0.12574,P,PPLC,GB,,ENG,GLA,,,7556900,,25,Europe/London,2016-09-14
1493805,1814906,Chongqing,Chongqing,"CKG,Cchung-cching,Ch'ung-ch'ing,Ch'ung-ch'ing-shih,Chongqing,Chongqing - zhong qing,Chongqing - 重庆,Chongqing Shi,Chuncin,Chungking,Ch’ung-ch’ing,Ch’ung-ch’ing-shih,Congcing,Congcingas,Congcingo,Csungking,Cuncjina,Pa,Pa-hsien,Trung Khanh,Trùng Khánh,Tshung-khin,Tshùng-khin,Tsjoengking,Yu-chou,Yuzhou,Yü-chou,caungakiga,ceancin,chng ching,chungching si,chwng kyng,chwngchng,congachinga,congkinga,conkin,tshwnghtshyngh,z'wngz'yng,zhong qing,zhong qing shi,Çongçing,Ĉongĉingo,Čchung-čching,Čongčingas,Čuncjina,Чунгкинг,Чунцин,Чунцін,צ'ונגצ'ינג,تشونغتشينغ,چونگ کینگ,چونگچنگ,چونگ‌کینگ,چۇڭچىڭ شەھىرى,चोंगछिंग,चोंग्किंग,ਚੌਂਗਕਿੰਗ,சோங்கிங்,ചോങ്ചിങ്,ฉงชิ่ง,ཁྲུང་ཆིན་གྲོང་ཁྱེར།,重庆,重庆市,重慶,重慶市,충칭 시",29.56278,106.55278,P,PPLA,CN,,33,,,,7457600,,225,Asia/Shanghai,2014-07-31
1494178,1815286,Chengdu,Chengdu,"CTU,Ccheng-tu,Cendu,Cengdu,Cengduo,Ch'eng-tu,Ch'eng-tu-hsien,Ch'eng-tu-shih,Chehndu,Chendu,Chengdu,Chengdu Shi,Chengdú,Chundu,Chөndү,Ch’eng-tu,Ch’eng-tu-hsien,Ch’eng-tu-shih,Csengtu,Cwngzduh,Hua-yang,Sang-tu-su,Seng-to-chhi,Sing-du,Sàng-tû-sṳ,Sêng-to͘-chhī,Sìng-dŭ,Thanh Do,Thành Đô,Tsen'nkntou,Txengdu,cengadu,centu,chantu,cheing tu,cheng dou,cheng dou shi,cheongdu si,chngdw,chyngdw,chېngdۇ shەھyr,tshnghdw,zngdw,Çengdu,Ĉengduo,Čcheng-tu,Čendu,Čengdu,Τσενγκντού,Ченгду,Ченду,Чънду,Чыңду,Чэнду,Чөндү,Չենդու,צנגדו,تشنغدو,چنگدو,چینگدو,چېڭدۇ شەھىر,चेंगदू,छंतू,ਚੇਂਗਦੂ,செங்டூ,เฉิงตู,ချင်းဒူမြို့,成都,成都市,청두 시",30.66667,104.06667,P,PPLA,CN,,32,,,,7415590,,499,Asia/Shanghai,2014-07-31
4464422,98182,Baghdad,Baghdad,"BGW,Bagda,Bagdad,Bagdadas,Bagdado,Bagdat,Bagdate,Bagdatum,Bagdod,Bagdá,Bagdád,Baghdad,Baghdād,Bağdad,Bağdat,Beghdad,Bexda,Lungsod ng Baghdad,ba ge da,bagadada,bageudadeu,bagudado,bghdad,bەghdad,paktat,Βαγδάτη,Багдад,Бағдод,Բաղդադ,בגדאד,بغداد,بەغداد,ܒܓܕܐܕ,बगदाद,பக்தாத்,པ་ག་ཏ,ባግዳድ,バグダード,巴格达,바그다드",33.34058,44.40088,P,PPLC,IQ,,07,9166668,,,7216000,,41,Asia/Baghdad,2016-06-22
1478962,1799962,Nanjing,Nanjing,"Gorad Nankin,Lâm-kiaⁿ-chhī,NKG,Nam Kinh,Nam-kin-su,Namkin,Nan'czin,Nan'zhin,Nan-ching,Nan-ching-shih,Nanchino,Nanchinum,Nandzing,Nandzjina,Nandžing,Nang-ging,Nanjing,Nanjing Shi,Nankijn,Nankin,Nankinas,Nanking,Nankingo,Nankín,Nanquim,Nanquin,Nanquín,Nantsin'nk,Nanzging,Naņdzjina,Nàm-kîn-sṳ,Nàng-gĭng,hnan cing,namgyeong,nan jing,nan jing shi,nanajiga,nanajinga,nancin,nanjina,nanjing,nanjing si,nanjinga,nanjng,nanjyng,nanjyngh,nʼngyng,Ναντσίνγκ,Горад Нанкін,Нанкин,Нанкинг,Нанкін,Наньжин,Наньцзин,Нәнҗиң,Նանկին,נאנגינג,نانجنگ,نانجينغ,نانجینگ,نەنجىڭ شەھىرى,नांजिंग,नानजिंग,नान्जिङ,ਨਾਨਜਿੰਗ,நாஞ்சிங்,നാൻജിങ്,หนานจิง,နန်ကျင်းမြို့,ნანკინი,南京,南京市,난징,난징 시,남경",32.06167,118.77778,P,PPLA,CN,,04,,,,7165292,,22,Asia/Shanghai,2017-06-20
4545747,112931,Tehran,Tehran,"THR,Taekhran,Tahran,Techerane,Teera,Teerao,Teerã,Teerão,Tegeran,Teheran,Teherana,Teheranas,Teherano,Teherán,Teherāna,Tehran,Tehrano,Tekheran,Téhéran,de hei lan,teharan,teharana,tehelan,teheran,tehran,teirani,thran,thrn,thrwn,tihiran,tihran,Τεχεράνη,Тæхран,Тегеран,Техеран,Теҳрон,Թեհրան,טהראן,טהרן,تهران,تهرون,تِهران,تِهِرَن,تہران,طهران,ܛܗܪܐܢ,तेहरान,তেহরান,தெஹ்ரான்,เตหะราน,ཏེ་ཧི་རན​།,თეირანი,ቴህራን,テヘラン,德黑兰,테헤란",35.69439,51.42151,P,PPLC,IR,,26,,,,7153309,,1178,Asia/Tehran,2015-10-03
1479145,1800146,Nanchong,Nanchong,"Lam-chhiong-chhi,Lâm-chhiong-chhī,NAO,Nam Sung,Nan'chun,Nan-cchung,Nan-ch'ung,Nan-ch'ung-hsien,Nan-ch'ung-shih,Nan-ch’ung,Nan-ch’ung-hsien,Nan-ch’ung-shih,Nan-čchung,Nanchong,Nanchung,Nang-chung,Nan’chun,Nàng-chṳ̆ng,Shun'tsin,Shun-ch'ing,Shun-ch’ing,Shunking,Shun’tsin,nan chong,nan chong shi,nanchung si,nanchwng,Нанчунг,Наньчун,نانچونگ,南充,南充市,난충 시",30.79508,106.08473,P,PPLA3,CN,,32,,,,7150000,,287,Asia/Shanghai,2012-01-18
3301774,1819729,Hong Kong,Hong Kong,"Chon'nk Kon'nk,Gankong,Gon Kong,Gonkong,HKG,Hiong-geng,Hiŏng-gē̤ng,Hong Kong,Hongkong,Honkong,Hồng Kông,Khongkong,Khonkong,Victoria,ankan,hamga kamga,hanakana,hang kang,hang kang nagaram,hangakanga,hang‌kang,hankam,heankean,hng kng,hon'ga kon'ga,hong-kʼongi,hongakonga,hongkong,honkongu,hwng kwng,hwng qwng,hwngh kwngh,hwnj kwnj,hxngkng,hʼng qʼng,shyanggang,xiang gang,Χονγκ Κονγκ,Ганконг,Гонконг,Хонгконг,Хонконг,Һoң Koң,Һоң Коң,Հոնկոնգ,האנג קאנג,הונג קונג,شياڭگاڭ,هانگ کانگ,هنگ کنگ,هونج كونج,هونغ كونغ,هونگ کونگ,ھwng kwng,ھونگ کونگ,ھۆng kۆng,ھۆنگ کۆنگ,ہang kang,ہانگ کانگ,ހޮންކޮންގު,हङकङ,हाँग काँग,हांगकांग,हांग् कांग् नगरम्,हॉन्ग कॉन्ग,হংকং,ਹਾਂਗਕਾਂਗ,હોંગકોંગ,ହଂକଂ,ஆங்காங்,హాంగ్‌కాంగ్,ಹಾಂಗ್ ಕಾಂಗ್,ഹോങ്കോങ്,හොංකොං,ฮ่องกง,ཧང་ཀང་།,ཧོང་ཀོང་།,ဟောငကောင,ဟောင်ကောင်,ჰონგ-კონგი,ሆንግ ኮንግ,ហងកង,ហុងកុង,香港,홍콩",22.27832,114.17469,P,PPLC,HK,,HCW,,,,7012738,,60,Asia/Hong_Kong,2017-05-23
1469703,1790630,Xi’an,Xi'an,"Ch'ang-an,Ch'ang-an-hsien,Ch’ang-an,Ch’ang-an-hsien,Hsi Gnan Fu,Hsi-an,Hsi-an-shih,Hsi-ching,Hsi-ching-shih,Hsingan,SIA,Si-Gan-Fu,Sian,Sian',Siana,Sianas,Sianfu,Siano,Siaņa,Siking,Singan,Tay An,Tây An,Xi'an,Xi'an - xi an,Xi'an - 西安,Xi'an Shi,Xian,Xi’an,Xi’an Shi,Xī'ān,si xan,sian si,xi an,xi an shi,Ŝiano,Сиань,شىئەن شەھىرى,ซีอาน,西安,西安市,시안 시",34.25833,108.92861,P,PPLA,CN,,26,,,,6501190,,416,Asia/Shanghai,2015-11-11
7507788,1172451,Lahore,Lahore,"Gorad Lakhor,LHE,Lachori,Lahaur,Lahor,Lahora,Lahoras,Lahore,Lahorium,Lakhor,Lohur,Láhaur,Lâhore,Lāhaur,la h xr,la he er,lahaura,laholeu,lahor,lahora,lahori,lahwr,lakur,lwہwr,rahoru,Λαχόρη,Горад Лахор,Лахор,Լահոր,לאהור,لاهور,لاھور,لاھۆر,لاہور,لوہوٗر,لہور,लाहोर,लाहौर,লাহোর,ਲਹੌਰ,લાહોર,லாகூர்,లాహోర్,ಲಾಹೋರ್,ലാഹോർ,ลาฮอร์,ლაჰორი,ラホール,ラーホール,拉合尔,拉合爾,라호르",31.558,74.35071,P,PPLA,PK,,04,,,,6310888,,216,Asia/Karachi,2017-04-06
1545931,2034937,Shenyang,Shenyang,"Feng-t'ien,Feng-t’ien,Gorad Shehn'jan,Moukden,Mukden,SHE,Sen'gian'nk,Sen-jang,Senjana,Senjang,Senjangas,Senjango,Shehn'jan,Shehn'jan khot,Shen'jan,Shen-yang-hsien,Shen-yang-shih,Shengking,Shenjang,Shenyan,Shenyang,Shenyang Shi,Shunjan,Sim-iong-chhi,Sing-iong,Sjenyang,Swnjyangh,Sím-iông-chhī,Sīng-iòng,Tham Duong,Thẩm Dương,cenyan,chen yang,chen yang shi,san'yanga,sein hyang,sen'yan,senayanga,seon-yang,seon-yang si,shen yang,shen yang shi,shnyang,shnyangh,shynyang,sim-yang,Ŝenjango,Šen-jang,Šenjangas,Šeņjana,Σενγιάνγκ,Горад Шэньян,Шеньян,Шеньяң,Шенјанг,Шънян,Шэньян,Шэньян хот,שן-יאנג,شنيانغ,شنیانگ,شن‌یانگ,شینیانگ,شېنياڭ شەھىرى,शेनयांग,षन्यांग,ਸ਼ੇਨਯਾਂਗ,சென்யாங்,ഷെന്യാങ്,เสิ่นหยาง,沈阳,沈阳市,沉阳市,瀋陽,瀋陽市,선양,선양 시,심양",41.79222,123.43278,P,PPLA,CN,,19,2034935,,,6255921,,53,Asia/Shanghai,2017-06-29
1487869,1808926,Hangzhou,Hangzhou,"Chan'nktsoou,Chang-cou,Chang-čou,Gorad Khanchzhou,HGH,Hancheum,Hanchow-fu,Hanczou,Handzou,Handžou,Hang,Hang Chau,Hang-chiu-chhi,Hang-chou,Hang-chou-shih,Hang-hsien,Hangchow,Hangcsou,Hangdzou,Hangdžou,Hanggouo,Hangtsjou,Hangzcouh,Hangzhou,Hangzhou Shi,Hangĝoŭo,Hančžou,Hong-chu-su,Hong-ciu,Hàng Châu,Hâng-chiu-chhī,Hòng-chû-sṳ,Hòng-ciŭ,Khanchzhou,Khandzhou,Khangdzou,Khanzhou,Xanchjou,hang cow,hang zhou,hang zhou shi,hangacau,hangajho'u,hanghtshw,hangjeou,hangjeou si,hangju,hangzhw,hanjha,hannaco,hʼnggwʼw,kancu,Χανγκτσόου,Горад Ханчжоу,Хангџоу,Ханджоу,Ханжоу,Ханчжоу,האנגגואו,خاڭجۇ شەھىر,هانغتشو,هانگژو,ہانگژو,हांगचौ,हांगझोऊ,ਹਾਂਙਚੋ,காங்சூ,ഹാങ്ഝൗ,หางโจว,ཧང་ཀྲོའུ།,杭州,杭州市,항저우,항저우 시,항주",30.29365,120.16142,P,PPLA,CN,,02,,,,6241971,,12,Asia/Shanghai,2017-06-22
765468,3451190,Rio de Janeiro,Rio de Janeiro,"Ciutat de Rio de Janeiro,Gorad Rya-deh-Zhanehjra,RIO,Rio,Rio De Janeiro,Rio d Janeiro,Rio de Janeiro,Rio de Janeiru,Rio de Janero,Rio de Janeyro,Rio de Janèro,Rio de Janêro,Rio de Zaneiras,Rio de Zaneiros,Rio de Zaneyro,Rio de Zhaneiro,Rio de Zhanejro,Rio de Žaneiras,Rio dé Janéyro,Rio dė Žaneiros,Rio nte Tzaneiro,Rio-de-Janejro,Rio-de-Janeyro,Rio-de-Zaneiro,Rio-de-Zanejro,Rio-de-Zaneyro,Rio-de-Zhanejro,Rio-de-janeiro,Rio-de-Ĵanejro,Rio-de-Žaneiro,Rio-de-Žaneýro,Riodezaneiro,Riodežaneiro,Riu de Janeiro,Riu de Janeiru,Riviethe de Janvyi,Riviéthe dé Janvyi,Río de Janeiro,Sao Sebastiao do Rio de Janeiro,São Sebastião do Rio de Janeiro,Urbs Fluminensis,iriyo ti ceniro,li yue re nei lu,liudejaneilu,rath ri xode ca ne ro,ri xode ca ne ro,ri'o di janero,ri'o di jeneri'o,ri'o di jeniro,rio-de-zhaneiro,riodejaneiro,rios. dis. djaneiros,riyea di janirea,riyo di janairo,riyo di janero,riyo di jeneriyo,riyo di jenero,riyo di jyaneriyo,ryw dh znyyrw,ryw dw zhanyrw,ryw dwzhanyrw,ryw dy janyrw,Ρίο ντε Τζανέιρο,Горад Рыа-дэ-Жанэйра,Рио де Жанеиро,Рио де Жанейро,Рио-де-Жанейро,Ріо де Жанейро,Ріо-де-Жанейро,Ռիո դե Ժանեյրո,ריא דע זשאנערא,ריו דה זניירו,ريو دى جانيرو,ريو دي جانيرو,ریو دو ژانیرو,ریو دوژانیرو,ریو دے جینیرو,ریو ڈی جینرو,ڕیۆ دێ ژانێرۆ,रियो डि जेनेरो,रियो दि जानेरो,रियो दि ज्यानेरियो,रियो दी जेनेरियो,রিও ডি জেনিরো,রিও দি জেনেরিও,ਰਿਓ ਡੀ ਜਨੇਰੋ,இரியோ டி செனீரோ,ರಿಯೋ ಡಿ ಜನೈರೊ,റിയോ ഡി ജനീറോ,รัฐรีโอเดจาเนโร,รีโอเดจาเนโร,རིའོ་ཌེ་ཇ་ནེའུ་རའོ།,ရီယို ဒီ ဂျီးနေးရိုးမြို့,რიო-დე-ჟანეირო,ሪዮ ዴ ጃኔይሮ,リオデジャネイロ,里約熱內盧,里约热内卢,리우데자네이루",-22.90642,-43.18223,P,PPLA,BR,,21,3304557,,,6023699,,6,America/Sao_Paulo,2017-12-22
1548001,2037013,Harbin,Harbin,"Cap Nhi Tan,Charbin,Charbinas,Charmpin,Cáp Nhĩ Tân,Gorad Kharbin,HRB,Ha'erbin,Ha-erh-pin,Ha-erh-pin-shih,Harbin,Harbin Shi,Harbin-chhi,Harbin-chhī,Harbina,Harbino,Ha’erbin,Kharbin,Lungsod ng Harbin,Pin-chiang,Pin-chiang-hsien,Pinkiang,Xarbin,ha er bin,ha er bin shi,ha-eolbin si,har bin,harabina,harbn,harbyn,harpina,harubin,harubin shi,hrbyn,kharbini,Χαρμπίν,Горад Харбін,Харбин,Харбін,Խարբին,חרבין,خاربىن شەھىرى,هاربن,هاربین,ہاربن,हारबिन,हार्पिन,ਹਾਰਬਿਨ,ฮาร์บิน,ဟာရ်ပင်းမြို့,ხარბინი,ハルビン,ハルビン市,哈尔滨,哈尔滨市,哈爾濱,하얼빈 시",45.75,126.65,P,PPLA,CN,,08,,,,5878939,,140,Asia/Shanghai,2017-07-21
1472773,1793724,Tai’an,Tai'an,"T'ai-an-hsien,T'ai-an-shih,Tai'an,Taianfu,Tai’an,Tajan',T’ai-an-hsien,T’ai-an-shih,Тайань",36.18528,117.12,P,PPL,CN,,25,,,,5499000,,143,Asia/Shanghai,2012-01-18
1499050,1886760,Suzhou,Suzhou,"SZV,So-chiu-chhi,Soutsoou,So͘-chiu-chhī,Su-chou,Su-chu-su,Su-ciu,Su-cou,Su-čou,Suchjou,Suchzhou,Sudzhou,Sudzou,Sudžou,Sugouo,Sutsjou,Suzhou,Suzhou Shi,Suzhou i Jiangsu,Suĝoŭo,Szucsou,Sû-chû-sṳ,Sŭ-ciŭ,To Chau,Tô Châu,Wu-hsien,cuco,ssujeou si,su cow,su zhou,su zhou shi,sujho'u,suzu,swgwʼw,swjw,swzhw,swzhww,Σουτσόου,Суджоу,Сучжоу,Сучжоў,Суџоу,Сүжоу,Սուչժոու,סוגואו,سوجو,سوژو,سوژوو,سۇجۇ شەھىرى,सूझोऊ,ਸੂਜ਼ੂ,சுசோ,ซูโจว,苏州,苏州市,蘇州,蘇州市,쑤저우 시",31.30408,120.59538,P,PPLA2,CN,,04,,,,5345961,,10,Asia/Shanghai,2015-07-10
1474974,1795940,Shantou,Shantou,"SWA,San GJau,San-tchou,San-theu-su,Sang-tau,Santou,Santouo,Shan'tou,Shan-t'ou-shih,Shan-t’ou-shih,Shantou,Shantow,Sjantou,Swatow,Sán Đầu,Sáng-tàu,Sân-thèu-sṳ,Sòaⁿ-thâu-chhī,santeou si,saw thea,shan tou,shan tou shi,shantw,shantww,Ŝantoŭo,Šan-tchou,Šantou,Шантоу,Шаньтоу,שנטאו,شانتو,شانتوؤ,شەنتۇ شەھىرى,ซัวเถา,汕头,汕头市,汕頭,汕頭市,산터우 시",23.36814,116.71479,P,PPLA2,CN,,30,,,,5329024,,17,Asia/Shanghai,2014-08-14
8620195,1609350,Bangkok,Bangkok,"Amphoe Phra Nakhon,BKK,Ban'nkok,Bancac,Bancocum,Bancoque,Bancác,Banghok,Bangkok,Bangkok Metropolis,Bangkoka,Bangkòk,Banguecoque,Bankok,Bankokas,Bankoko,Banqkok,Changwat Phra Nakhon,Krung Thep,Krung Thep Maha Nakhon,Krung Thep Maha Nakhon Amon Rattanakosin Mahintarayutthaya Maha Dilok Phop Noppharat Ratchathani Buri Rom Udom Ratchaniwet Maha Sathan Amon Phiman Awatan Sathit Sakka Thattiya Witsanukam Prasit,Krungdeb,Man-kuk,Màn-kuk,Phra Nakhon,Siayuthia,The City of Angels,bainkaka,bainkoka,bamkoka,bangkog,bangkwk,bankeakk,bankoku,bankwk,bngqwq,bnkak,byankak,byankaka,camraata byankaka,krungtheph,krungthephmhankhr,krungtheph‡,man gu,penkak,Μπανγκόκ,Бангкок,Банкок,Баҥкок,Բանգկոկ,באנגקאק,בנגקוק,بانكوك,بانکوک,بانکۆک,بانګکوک,بانگكوك,بنکاک,बँकॉक,बैंकक,बैंकॉक,চাংৱাত ব্যাংকক,ব্যাংকক,ਬੈਂਕਾਕ,பேங்காக்,ಬ್ಯಾಂಕಾಕ್,ബാങ്കോക്ക്,බැංකොක්,กรุงเทพ,กรุงเทพมหานคร,กรุงเทพฯ,ບາງກອກ,པན་ཀོག,ဘန်ကောက်မြို့,ბანგკოკი,ባንኮክ,バンコク,曼谷,방콕",13.75398,100.50144,P,PPLC,TH,,40,,,,5104476,,12,Asia/Bangkok,2017-03-29
3831577,1277333,Bengaluru,Bengaluru,"BLR,Ban'nkalor,Bangalor,Bangalora,Bangalore,Bangalore - bengaluru,Bangalore - ಬೆಂಗಳೂರು,Bangalore City,Bangalur,Bangaluri,Bangalúr,Bengalour,Bengaluras,Bengaluro,Bengaluru,Bengalurus,Bengalúru,Bengalūras,Bengalūru,Gorad Bangalor,baeng-geollo,bagalaura,ban jia luo er,bang kha l xr,bang-galloleu,bangalaura,bangalora,bangalura,bangaroru,beng-gallulu,bengalora,bengaluru,benguluru,bnghalwr,bnglwr,bynglwr,penkalur,Μπανγκαλόρ,Бангалор,Бенгалуру,Бенґалуру,Горад Бангалор,בנגלור,بنغالور,بنگلور,بینگلور,बंगलौर,बंगळूर,बेङ्गलूरु,बेङ्गलोर,बेङ्गळूरु,বাঙ্গালোর,বেঙ্গালুরু,ਬੰਗਲੌਰ,બેંગલોર,ବେଙ୍ଗାଳୁରୁ,பெங்களூர்,బెంగుళూరు,ಬೆಂಗಳೂರು,ബെംഗളൂരു,බැංගලෝර්,บังคาลอร์,ဘန်ဂလိုမြို့,ბენგალურუ,バンガロール,班加罗尔,班加羅爾,방갈로르,뱅걸로,벵갈루루",12.97194,77.59369,P,PPLA,IN,,19,572,,,5104047,920,914,Asia/Kolkata,2017-06-22
